PROPERTYID,PRICE,AREA,ROOMNUMBER,BATHNUMBER,STATUS,STUDIO,PENTHOUSE,DUPLEX,SWIMMINGPOOL,ELEVATOR,DISTRICTNAME
23632,160646,73,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
23633,154760,84,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23634,143013,74,2,2,Second hand / Good state,0,0,0,0,0,Usera
23635,667211,185,5,2,Second hand / Needs reform,0,0,0,0,1,Chamartín
23636,795432,209,3,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
23637,1473495,246,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
23638,431886,71,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
23639,401496,241,7,3,Second hand / Needs reform,0,0,1,0,0,Puente de Vallecas
23640,192995,77,3,1,Second hand / Good state,0,0,0,0,1,Carabanchel
23641,127787,37,2,1,Second hand / Unknown,0,0,0,0,0,Centro
23642,464196,115,3,2,Second hand / Good state,0,0,0,0,1,Tetuán
23643,601943,152,3,2,Second hand / Good state,0,0,0,0,1,Salamanca
23644,450539,113,2,2,Second hand / Good state,0,0,0,1,1,Moncloa
23645,144461,39,2,1,Second hand / Good state,0,0,0,0,1,Arganzuela
23646,819581,80,3,2,Second hand / Good state,0,0,0,0,0,Centro
23647,127524,50,0,1,Second hand / Good state,1,0,0,0,0,Latina
23648,236143,97,3,2,Second hand / Good state,0,0,0,0,1,Villa de Vallecas
23649,124159,62,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23650,115402,61,2,1,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
23651,192436,69,2,1,Second hand / Good state,0,0,0,0,0,Latina
23652,123697,60,2,1,Second hand / Unknown,0,0,0,0,0,Villaverde
23653,2376957,340,7,4,Second hand / Good state,0,0,0,0,1,Chamberí
23654,266015,120,3,2,Second hand / Unknown,0,0,0,0,1,San Blas
23655,141000,85,3,1,Second hand / Needs reform,0,0,0,0,1,Latina
23656,156117,58,1,1,Second hand / Good state,0,0,0,0,1,Carabanchel
23657,232010,63,1,1,Second hand / Unknown,0,1,0,0,1,Carabanchel
23658,130528,69,1,1,Second hand / Needs reform,0,0,0,0,1,Centro
23659,66368,36,0,1,Second hand / Unknown,1,0,0,0,0,Puente de Vallecas
23660,1312446,324,4,4,Second hand / Good state,0,0,0,0,1,Centro
23661,186837,34,1,1,Second hand / Good state,0,0,0,0,0,Chamberí
23662,379069,139,5,2,Second hand / Good state,0,0,1,0,0,Puente de Vallecas
23663,178586,66,2,1,Second hand / Good state,0,0,0,0,0,Barajas
23664,272347,74,2,1,Second hand / Needs reform,0,0,0,0,1,Arganzuela
23665,211026,64,2,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
23666,151063,66,3,1,Second hand / Good state,0,0,0,0,1,Moratalaz
23667,177961,40,1,1,Second hand / Good state,0,0,0,0,1,Arganzuela
23668,264446,50,1,1,Second hand / Good state,0,0,0,0,0,Centro
23669,229208,147,4,2,Second hand / Good state,0,0,0,0,1,Usera
23670,154163,87,3,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
23671,93331,71,3,1,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
23672,351386,72,2,1,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
23673,174797,66,3,1,Second hand / Good state,0,0,0,0,1,Moratalaz
23674,135698,112,4,2,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
23675,785018,161,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
23676,169267,59,3,1,Second hand / Good state,0,0,0,0,0,Usera
23677,759080,156,4,2,Second hand / Good state,0,0,0,1,1,Retiro
23678,405952,73,1,1,Second hand / Good state,0,0,0,0,0,Centro
23679,256459,48,2,1,Second hand / Good state,0,0,0,0,1,Centro
23680,790828,186,4,3,Second hand / Unknown,0,0,0,1,1,Fuencarral
23681,436615,86,2,2,Second hand / Good state,0,0,0,1,1,Hortaleza
23682,268260,50,2,1,Second hand / Good state,0,0,0,0,1,Chamberí
23683,1102852,217,6,4,Second hand / Good state,0,1,0,0,1,Ciudad Lineal
23684,637199,60,3,2,Second hand / Good state,0,1,0,0,1,Chamberí
23685,179291,74,3,2,Second hand / Good state,0,0,0,0,1,Villa de Vallecas
23686,249010,94,3,2,Second hand / Good state,0,0,0,0,1,Vicálvaro
23687,331296,63,1,1,Second hand / Good state,0,0,0,1,1,Salamanca
23688,193756,62,2,1,Second hand / Good state,0,0,0,0,1,Fuencarral
23689,185872,54,1,1,Second hand / Good state,0,0,0,1,1,San Blas
23690,211504,57,2,1,Second hand / Needs reform,0,0,0,0,0,Centro
23691,165772,91,3,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
23692,143727,69,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
23693,479679,105,2,2,Second hand / Good state,0,0,0,1,1,Arganzuela
23694,1010732,187,3,2,Second hand / Good state,0,0,0,0,1,Salamanca
23695,549898,127,2,2,Second hand / Good state,0,1,0,1,1,Fuencarral
23696,98341,65,3,1,Second hand / Unknown,0,0,0,0,0,Usera
23697,163093,92,3,1,Second hand / Good state,0,1,0,0,0,Carabanchel
23698,1672062,241,3,3,Second hand / Good state,0,1,0,0,1,Centro
23699,341564,145,4,2,Second hand / Good state,0,0,0,0,1,Moratalaz
23700,542417,60,1,1,Second hand / Good state,0,0,0,0,1,Chamberí
23701,299123,119,3,2,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
23702,170415,94,4,2,Second hand / Needs reform,0,0,0,0,1,Fuencarral
23703,157569,42,1,1,Second hand / Good state,0,0,0,0,1,Tetuán
23704,429490,132,5,1,Second hand / Unknown,0,0,0,0,1,Arganzuela
23705,133342,110,4,2,Second hand / Unknown,0,0,0,0,1,Carabanchel
23706,95525,57,3,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
23707,65421,80,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23708,830191,159,4,3,Second hand / Good state,0,0,0,0,1,Chamartín
23709,191421,66,2,1,Second hand / Good state,0,0,0,0,1,Villa de Vallecas
23710,130206,56,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
23711,214895,82,3,1,Second hand / Needs reform,0,0,0,0,1,Hortaleza
23712,1571947,235,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
23713,314926,78,4,1,Second hand / Good state,0,0,0,0,1,Retiro
23714,290416,59,2,2,Second hand / Good state,0,0,0,0,0,Moncloa
23715,234201,99,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
23716,2567908,178,5,2,Second hand / Good state,0,1,0,1,1,Centro
23717,279226,127,3,2,Second hand / Needs reform,0,0,0,0,1,Barajas
23718,788321,137,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
23719,747223,143,4,3,Second hand / Needs reform,0,0,0,1,1,Salamanca
23720,109505,57,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23721,435178,69,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
23722,353700,144,4,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
23723,183946,77,3,1,Second hand / Good state,0,0,0,0,1,San Blas
23724,262968,71,3,1,Second hand / Good state,0,0,0,0,0,Arganzuela
23725,673112,163,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
23726,616092,144,2,3,Second hand / Good state,0,0,0,0,1,Salamanca
23727,114265,61,2,1,Second hand / Good state,0,0,0,0,0,Villaverde
23728,382374,83,2,2,Second hand / Good state,0,0,0,0,1,Chamartín
23729,188639,82,3,1,Second hand / Good state,0,0,0,0,1,Carabanchel
23730,265287,61,2,1,Second hand / Good state,0,0,0,0,1,Latina
23731,379415,86,3,2,Second hand / Good state,0,0,0,0,1,Retiro
23732,127059,69,1,1,Second hand / Good state,0,0,0,0,1,Carabanchel
23733,979418,162,4,3,Second hand / Needs reform,0,0,0,0,1,Chamberí
23734,230162,131,4,2,Second hand / Good state,0,1,1,0,1,Puente de Vallecas
23735,111299,72,2,1,Second hand / Good state,0,0,0,0,1,Usera
23736,90807,50,2,1,Second hand / Good state,0,0,0,0,0,Vicálvaro
23737,120930,62,3,1,Second hand / Needs reform,0,0,0,0,0,Puente de Vallecas
23738,218746,101,3,1,Second hand / Good state,0,0,0,0,1,Carabanchel
23739,393752,131,0,1,Second hand / Needs reform,0,0,0,0,0,Chamartín
23740,175988,55,2,1,Second hand / Good state,0,0,0,0,0,Tetuán
23741,183068,94,3,1,Second hand / Good state,0,0,0,0,1,San Blas
23742,108175,104,4,1,Second hand / Needs reform,0,0,0,0,0,Villaverde
23743,882149,212,5,3,Second hand / Needs reform,0,0,0,0,1,Tetuán
23744,800602,130,4,2,Second hand / Good state,0,0,0,0,1,Chamberí
23745,359768,104,3,2,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
23746,4145193,415,5,5,Second hand / Good state,0,0,0,0,1,Salamanca
23747,453379,130,4,2,Second hand / Good state,0,0,0,0,1,Moncloa
23748,1749170,285,6,4,Second hand / Good state,0,0,0,1,1,Retiro
23749,225173,74,2,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
23750,258158,60,2,1,Second hand / Needs reform,0,0,0,0,0,Tetuán
23751,143127,64,3,1,Second hand / Good state,0,0,0,0,1,Latina
23752,137596,59,2,1,Second hand / Good state,0,0,0,0,1,Moratalaz
23753,477733,131,2,1,Second hand / Good state,0,1,0,0,1,Salamanca
23754,291994,108,3,2,Second hand / Good state,0,0,0,0,1,Villaverde
23755,626055,170,3,3,Second hand / Good state,0,1,0,1,1,San Blas
23756,111766,80,3,1,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
23757,93064,49,3,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
23758,177056,59,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23759,207964,96,4,1,Second hand / Good state,0,0,0,0,0,San Blas
23760,152232,87,3,2,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
23761,314729,83,3,1,Second hand / Needs reform,0,0,0,0,1,Fuencarral
23762,309897,64,1,1,Second hand / Good state,0,0,0,1,1,Chamberí
23763,85384,61,1,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
23764,1114835,383,5,4,Second hand / Needs reform,0,0,0,0,1,Tetuán
23765,143625,76,3,1,Second hand / Good state,0,0,0,0,0,Latina
23766,122348,69,3,1,Second hand / Needs reform,0,0,0,0,1,Latina
23767,73922,34,2,1,Second hand / Needs reform,0,0,0,0,0,Puente de Vallecas
23768,367163,119,5,4,Second hand / Good state,0,0,1,0,0,Centro
23769,293242,92,3,1,Second hand / Good state,0,0,0,0,1,Hortaleza
23770,920129,186,6,1,Second hand / Needs reform,0,0,0,0,1,Moncloa
23771,122599,55,2,1,Second hand / Good state,0,0,0,0,0,Moratalaz
23772,383802,74,1,1,Second hand / Good state,0,0,0,0,1,Chamartín
23773,933283,127,2,2,Second hand / Good state,0,0,0,0,1,Centro
23774,147614,30,0,1,Second hand / Good state,1,0,0,0,1,Centro
23775,305639,61,3,1,Second hand / Good state,0,0,0,0,1,Arganzuela
23776,223039,79,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23777,161378,107,3,2,Second hand / Needs reform,0,0,0,0,1,Usera
23778,165095,80,4,1,Second hand / Good state,0,0,0,0,0,Usera
23779,102821,72,3,1,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
23780,371501,59,0,1,Second hand / Good state,1,0,0,0,1,Chamberí
23781,459937,65,3,1,Second hand / Needs reform,0,0,0,0,0,Usera
23782,114974,71,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23783,336526,69,1,1,Second hand / Good state,0,0,0,0,1,Centro
23784,183698,62,1,1,Second hand / Good state,0,0,0,0,1,Tetuán
23785,768071,285,5,3,Second hand / Needs reform,0,0,0,0,1,Chamberí
23786,522591,143,3,2,Second hand / Good state,0,0,0,1,1,Fuencarral
23787,1828826,418,11,4,Second hand / Good state,0,0,0,0,1,Salamanca
23788,373660,120,3,2,Second hand / Good state,0,0,0,0,1,Retiro
23789,341105,104,3,2,Second hand / Good state,0,0,0,0,1,Salamanca
23790,102570,68,3,2,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
23791,617343,111,2,2,Second hand / Needs reform,0,0,0,0,1,Centro
23792,386930,123,3,2,Second hand / Good state,0,0,0,0,1,Latina
23793,89903,60,3,1,Second hand / Needs reform,0,0,0,0,0,Villaverde
23794,194011,66,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
23795,1761213,295,4,4,Second hand / Good state,0,0,0,0,1,Salamanca
23796,237993,54,1,1,Second hand / Good state,0,0,0,0,1,Centro
23797,3750121,360,4,4,Second hand / Good state,0,0,0,0,1,Chamartín
23798,299999,114,3,2,Second hand / Good state,0,0,0,0,1,Vicálvaro
23799,257155,56,1,1,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
23800,264502,50,1,1,Second hand / Good state,0,0,0,0,0,Centro
23801,204390,88,4,1,Second hand / Unknown,0,0,0,0,0,Hortaleza
23802,234208,159,4,2,Second hand / Good state,0,0,1,0,1,Puente de Vallecas
23803,80732,52,3,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
23804,881800,169,4,4,Second hand / Good state,0,0,0,0,1,Retiro
23805,690906,129,3,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
23806,169530,88,4,1,Second hand / Good state,0,0,0,0,1,Villaverde
23807,235914,91,3,2,Second hand / Good state,0,0,0,0,1,Latina
23808,1229780,283,4,4,Second hand / Needs reform,0,0,0,0,1,Ciudad Lineal
23809,833778,160,4,3,Second hand / Needs reform,0,0,0,0,1,Centro
23810,553507,156,5,2,Second hand / Good state,0,0,0,0,1,Salamanca
23811,253711,79,3,1,Second hand / Good state,0,0,0,0,1,Tetuán
23812,167617,35,1,1,Second hand / Good state,0,0,0,0,1,Centro
23813,215994,117,4,2,Second hand / Needs reform,0,0,0,0,1,San Blas
23814,182417,71,3,2,Second hand / Good state,0,0,0,0,0,San Blas
23815,189232,89,3,2,Second hand / Good state,0,0,0,1,1,Usera
23816,146967,61,3,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
23817,162858,132,4,1,Second hand / Good state,0,0,0,0,0,Villa de Vallecas
23818,129576,68,3,1,Second hand / Good state,0,0,0,0,0,Usera
23819,510064,140,4,2,Second hand / Good state,0,0,0,1,1,Barajas
23820,175705,39,1,1,Second hand / Good state,0,0,0,0,0,Centro
23821,193446,68,3,1,Second hand / Needs reform,0,0,0,0,1,Fuencarral
23822,131854,40,1,1,Second hand / Good state,0,0,0,0,0,Latina
23823,852866,206,4,4,Second hand / Good state,0,0,0,1,1,Fuencarral
23824,287180,131,4,3,Second hand / Good state,0,1,1,0,1,Usera
23825,108282,60,2,1,Second hand / Good state,0,0,0,0,0,San Blas
23826,301262,77,0,1,Second hand / Needs reform,0,0,0,0,1,Salamanca
23827,416222,79,2,2,Second hand / Good state,0,0,0,1,1,Arganzuela
23828,773834,178,3,3,Second hand / Good state,0,0,0,0,1,Salamanca
23829,128206,39,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
23830,191140,79,3,1,Second hand / Good state,0,0,0,0,0,San Blas
23831,155809,75,2,1,Second hand / Good state,0,0,0,0,0,Moratalaz
23832,157494,90,3,2,Second hand / Good state,0,0,0,0,0,Carabanchel
23833,98878,31,1,1,Second hand / Good state,0,0,0,0,0,Tetuán
23834,182017,83,3,2,Second hand / Good state,0,0,0,0,0,Carabanchel
23835,139432,59,3,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
23836,401014,79,2,2,Second hand / Good state,0,0,0,0,1,Chamartín
23837,138216,60,3,1,Second hand / Good state,0,0,0,0,0,Moratalaz
23838,212657,66,1,1,Second hand / Good state,0,0,0,1,1,San Blas
23839,439643,57,1,1,Second hand / Good state,0,0,0,1,1,Centro
23840,177561,63,3,1,Second hand / Needs reform,0,0,0,0,1,Hortaleza
23841,397647,56,1,1,Second hand / Good state,0,0,0,0,1,Tetuán
23842,285050,60,2,1,Second hand / Good state,0,0,0,0,1,Chamartín
23843,339468,86,3,1,Second hand / Good state,0,0,0,0,1,Salamanca
23844,713965,132,3,2,Second hand / Good state,0,1,0,1,1,Chamartín
23845,334775,91,1,1,Second hand / Good state,0,0,0,1,1,Chamartín
23846,474696,89,2,2,Second hand / Good state,0,0,0,1,1,Chamartín
23847,291500,112,4,2,Second hand / Good state,0,0,0,0,1,Carabanchel
23848,217681,69,3,1,Second hand / Needs reform,0,0,0,0,1,Ciudad Lineal
23849,216033,71,3,1,Second hand / Good state,0,0,0,0,0,Tetuán
23850,99916,40,1,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
23851,241758,50,2,1,Second hand / Needs reform,0,0,0,0,1,Chamberí
23852,120354,61,3,1,Second hand / Good state,0,0,0,0,0,Usera
23853,181508,52,1,1,Second hand / Good state,0,0,0,1,1,San Blas
23854,718374,142,5,2,Second hand / Good state,0,0,0,0,1,Chamberí
23855,180037,58,1,1,Second hand / Good state,0,0,0,0,1,Latina
23856,623761,159,3,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
23857,149903,69,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23858,2010541,421,1,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
23859,145256,65,2,1,Second hand / Good state,0,0,0,0,0,Vicálvaro
23860,225198,71,2,1,Second hand / Good state,0,0,0,0,0,Tetuán
23861,142670,84,2,1,Second hand / Good state,0,0,0,0,0,Usera
23862,151464,78,3,1,Second hand / Needs reform,0,0,0,0,0,San Blas
23863,123482,63,1,1,Second hand / Good state,0,0,0,1,1,Villaverde
23864,219992,35,2,1,Second hand / Unknown,0,0,0,0,1,Moncloa
23865,294077,60,1,1,Second hand / Good state,0,1,0,0,0,Centro
23866,594025,115,4,1,Second hand / Needs reform,0,0,0,0,1,Chamartín
23867,139947,54,2,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
23868,195575,51,3,1,Second hand / Needs reform,0,0,0,0,0,Retiro
23869,398746,89,3,2,Second hand / Good state,0,0,0,0,1,Arganzuela
23870,1961390,192,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
23871,126870,69,2,1,Second hand / Good state,0,0,0,0,0,Usera
23872,457664,80,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
23873,2143928,233,4,2,Second hand / Good state,0,0,0,0,1,Chamberí
23874,137793,78,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23875,177814,47,1,1,Second hand / Good state,0,0,0,0,1,Retiro
23876,252640,79,3,1,Second hand / Good state,0,0,0,0,1,Moncloa
23877,236402,98,3,2,Second hand / Needs reform,0,0,0,0,1,Latina
23878,952911,162,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
23879,131110,54,2,1,Second hand / Good state,0,0,0,0,0,San Blas
23880,89078,59,2,1,Second hand / Needs reform,0,0,0,0,0,Latina
23881,77763,101,2,2,Second hand / Needs reform,0,0,0,0,0,Usera
23882,270740,114,3,2,Second hand / Good state,0,0,0,0,1,Carabanchel
23883,79054,60,2,1,Second hand / Needs reform,0,0,0,0,0,Puente de Vallecas
23884,458335,129,2,2,Second hand / Good state,0,0,0,0,1,Arganzuela
23885,234116,102,4,2,Second hand / Good state,0,0,0,0,1,Villa de Vallecas
23886,2785309,444,5,4,Second hand / Needs reform,0,0,0,0,1,Salamanca
23887,557253,153,4,2,Second hand / Good state,0,0,0,0,1,Retiro
23888,616058,137,3,2,Second hand / Good state,0,0,0,1,1,Fuencarral
23889,4287122,610,12,9,Second hand / Good state,0,0,0,0,1,Salamanca
23890,642876,112,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
23891,2861866,269,4,4,Second hand / Good state,0,0,0,0,1,Salamanca
23892,796820,111,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
23893,820537,109,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
23894,500590,201,2,2,Second hand / Good state,0,0,1,0,0,Salamanca
23895,389094,140,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
23896,820566,132,3,2,Second hand / Good state,0,1,0,0,1,Salamanca
23897,412468,111,4,1,Second hand / Needs reform,0,0,0,0,1,Salamanca
23898,441259,86,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
23899,226587,70,0,2,Second hand / Good state,1,0,0,0,1,Latina
23900,175520,55,1,1,Second hand / Good state,0,0,0,1,1,San Blas
23901,238787,114,3,2,Second hand / Good state,0,0,0,1,1,Villaverde
23902,118775,39,0,1,Second hand / Good state,1,0,0,0,1,Usera
23903,194689,63,2,1,Second hand / Needs reform,0,0,0,0,1,Salamanca
23904,384778,53,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
23905,161006,46,1,1,Second hand / Good state,0,0,0,1,1,San Blas
23906,215859,86,2,2,Second hand / Good state,0,0,0,1,1,Villaverde
23907,1164342,274,5,5,Second hand / Good state,0,0,0,1,1,Chamartín
23908,237766,61,3,1,Second hand / Good state,0,0,0,0,1,Chamberí
23909,134188,54,2,1,Second hand / Unknown,0,0,0,0,1,Retiro
23910,417541,116,4,2,Second hand / Good state,0,0,0,0,1,Moratalaz
23911,1717428,414,4,5,Second hand / Unknown,0,0,0,0,1,Salamanca
23912,397561,102,1,1,Second hand / Unknown,0,0,0,0,0,Centro
23913,230538,43,2,1,Second hand / Good state,0,0,0,0,1,Chamberí
23914,166103,61,2,1,Second hand / Good state,0,0,0,0,1,Moncloa
23915,290758,67,2,1,Second hand / Needs reform,0,0,0,0,1,Chamberí
23916,306733,83,2,2,Second hand / Good state,0,0,0,1,1,Villa de Vallecas
23917,242001,95,2,2,Second hand / Good state,0,1,0,0,1,Puente de Vallecas
23918,218309,118,4,2,Second hand / Good state,0,0,0,0,1,Latina
23919,344067,89,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
23920,377832,76,2,1,Second hand / Needs reform,0,0,0,0,1,Centro
23921,2817465,527,8,5,Second hand / Needs reform,0,0,0,0,1,Chamberí
23922,636928,151,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
23923,255949,109,4,2,Second hand / Needs reform,0,0,0,0,1,Moncloa
23924,313457,127,4,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
23925,229595,72,1,2,Second hand / Good state,0,0,0,0,1,Chamberí
23926,83116,66,3,1,Second hand / Good state,0,0,0,0,0,Usera
23927,175913,70,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23928,82671,66,2,1,Second hand / Good state,0,0,0,0,0,Hortaleza
23929,2107475,169,3,3,Second hand / Good state,0,0,0,0,1,Centro
23930,402388,113,5,1,Second hand / Needs reform,0,0,0,0,1,Chamberí
23931,791137,183,4,2,Second hand / Good state,0,0,0,0,1,Chamartín
23932,722423,165,4,3,Second hand / Good state,0,0,0,0,1,Chamartín
23933,1625074,235,4,4,Second hand / Good state,0,0,0,0,0,Chamberí
23934,7156926,343,4,10,Second hand / Good state,0,0,0,0,1,Salamanca
23935,493343,118,3,3,Second hand / Good state,0,0,0,0,1,Arganzuela
23936,328462,54,1,1,Second hand / Good state,0,0,0,0,1,Chamberí
23937,136749,74,3,2,Second hand / Good state,0,0,0,0,0,Tetuán
23938,1486899,312,4,3,Second hand / Good state,0,0,0,0,1,Chamartín
23939,187739,117,3,1,Second hand / Needs reform,0,0,0,0,1,Hortaleza
23940,657203,133,3,2,Second hand / Good state,0,0,0,1,1,Hortaleza
23941,549369,93,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
23942,276948,61,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
23943,181702,77,2,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
23944,177117,56,2,1,Second hand / Good state,0,0,0,0,1,Retiro
23945,240625,83,3,2,Second hand / Good state,0,0,0,0,1,Moratalaz
23946,781414,71,3,1,Second hand / Good state,0,0,0,0,1,Centro
23947,2390824,328,5,4,Second hand / Good state,0,0,0,0,1,Chamberí
23948,367087,68,2,2,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
23949,702791,141,3,3,Second hand / Good state,0,0,0,0,1,Centro
23950,2267361,234,3,4,Second hand / Good state,0,0,0,0,1,Salamanca
23951,1098016,202,4,4,Second hand / Good state,0,0,0,1,1,Moncloa
23952,157637,55,3,1,Second hand / Good state,0,0,0,0,0,Hortaleza
23953,239612,65,2,1,Second hand / Good state,0,0,0,0,0,Chamberí
23954,547970,420,1,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
23955,3486541,611,2,3,Second hand / Needs reform,0,0,0,0,1,Chamartín
23956,252944,80,2,2,Second hand / Good state,0,0,0,1,1,Carabanchel
23957,172496,36,1,1,Second hand / Good state,0,0,0,0,0,Retiro
23958,167091,140,4,2,Second hand / Good state,0,0,0,0,1,Villaverde
23959,766592,98,3,2,Second hand / Good state,0,1,0,0,1,Retiro
23960,237146,62,2,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
23961,230558,54,1,1,Second hand / Good state,0,0,0,1,1,Barajas
23962,603865,132,4,2,Second hand / Good state,0,0,0,1,1,Retiro
23963,1403136,361,6,5,Second hand / Good state,0,1,0,0,1,Retiro
23964,358065,72,3,1,Second hand / Good state,0,0,0,0,1,Salamanca
23965,91480,60,3,1,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
23966,183655,69,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
23967,96063,68,2,1,Second hand / Good state,0,0,0,0,1,Usera
23968,140015,93,4,1,Second hand / Good state,0,0,0,0,1,Usera
23969,2005438,249,4,4,Second hand / Good state,0,0,0,0,1,Retiro
23970,209882,75,3,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
23971,111625,81,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
23972,222934,92,1,2,Second hand / Good state,0,0,1,0,1,San Blas
23973,162452,54,2,1,Second hand / Good state,0,0,0,0,0,Usera
23974,282452,68,3,1,Second hand / Needs reform,0,0,0,0,1,Centro
23975,808139,158,3,2,Second hand / Needs reform,0,0,0,1,1,Salamanca
23976,241327,46,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
23977,842254,241,3,3,Second hand / Good state,0,0,0,1,1,Fuencarral
23978,1169695,306,4,5,Second hand / Good state,0,0,0,0,1,Chamartín
23979,206124,80,3,1,Second hand / Good state,0,0,0,0,0,Hortaleza
23980,379573,145,3,2,Second hand / Good state,0,0,0,0,1,San Blas
23981,178434,56,1,1,Second hand / Needs reform,0,0,0,0,1,Centro
23982,154569,71,3,1,Second hand / Needs reform,0,0,0,0,0,Puente de Vallecas
23983,323315,69,2,2,Second hand / Good state,0,0,0,0,1,Retiro
23984,557213,126,5,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
23985,131953,84,3,2,Second hand / Good state,0,0,0,0,1,Hortaleza
23986,160805,78,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
23987,146631,74,3,1,Second hand / Good state,0,0,0,0,0,Fuencarral
23988,737059,135,2,2,Second hand / Good state,0,0,0,0,1,Retiro
23989,210220,92,4,1,Second hand / Good state,0,0,1,0,1,Ciudad Lineal
23990,257125,83,2,2,Second hand / Good state,0,0,0,1,1,Villa de Vallecas
23991,193744,45,0,1,Second hand / Good state,1,0,0,0,0,Centro
23992,156848,55,1,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
23993,371317,155,3,2,Second hand / Good state,0,0,1,1,1,Puente de Vallecas
23994,326209,99,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
23995,205448,87,2,1,Second hand / Good state,0,1,0,0,0,Usera
23996,201616,46,2,1,Second hand / Good state,0,0,0,0,1,Centro
23997,454516,98,3,2,Second hand / Good state,0,0,0,0,1,Chamartín
23998,139455,66,3,1,Second hand / Needs reform,0,0,0,0,0,Latina
